Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
Agathobacter	0.000210148	7.80E-05	9.62E-05	4.75E-06	2.19E-05	0.001125072	0.00018328	0.000126239	2.57E-05	3.10E-05	0.000125639	1.77E-05	1.38E-05	4.82E-05	7.35E-05	0.00011488	0.000334866	3.53E-06	5.80E-05	0.001192746	0.000145937	0.002933063	6.04E-06	0.000428559	2.01E-06	4.02E-05	0.000561108	4.32E-05	6.86E-05	6.52E-05	0.000213074	6.23E-05	4.67E-05
Dorea	0.000181584	5.78E-06	2.94E-05	0	1.64E-05	0.001048991	6.11E-05	3.16E-05	3.85E-05	1.55E-05	0.000157048	1.06E-05	9.22E-06	0.000123961	1.96E-05	3.45E-05	8.97E-05	3.53E-06	2.49E-05	0.000238096	0.000194583	0.000490229	6.04E-06	0.000179216	0	8.93E-06	0.000133729	1.66E-05	1.71E-05	8.47E-05	7.81E-05	3.74E-05	0.000144093
LachnospiraceaeUCG-004	0.000171383	2.02E-05	1.16E-05	9.50E-06	0	0.000145245	1.67E-05	1.58E-05	3.21E-06	0	3.14E-05	0	1.84E-06	5.51E-05	0	5.74E-06	1.79E-05	0	8.29E-06	2.95E-05	3.65E-05	0.000108016	1.21E-05	5.45E-05	0	1.34E-05	2.07E-05	0	0	9.78E-05	7.10E-06	1.25E-05	5.84E-05
LachnospiraceaeXPB1014group	0.000114255	0	7.12E-06	0	5.46E-06	5.53E-05	1.67E-05	7.89E-06	0	1.55E-05	0	7.09E-06	1.84E-06	3.10E-05	4.90E-06	0	5.98E-06	0	0	3.63E-05	2.43E-05	8.31E-05	0	2.34E-05	0	8.93E-06	3.03E-05	3.33E-06	0	0	1.07E-05	1.25E-05	1.56E-05
Anaerostipes	0.000104054	5.78E-06	4.54E-05	1.43E-05	5.46E-06	0.00012219	2.78E-05	3.16E-05	2.57E-05	3.10E-05	6.28E-05	1.06E-05	4.61E-06	1.38E-05	4.90E-06	1.15E-05	3.59E-05	3.53E-06	8.29E-06	0.000126984	0.000206745	0.000145407	1.81E-05	7.01E-05	0	2.23E-05	6.07E-05	2.00E-05	0	5.87E-05	4.62E-05	2.49E-05	1.95E-05
Tyzzerella4	9.79E-05	0	5.34E-06	0	0	3.46E-05	1.11E-05	0	6.42E-06	1.55E-05	2.09E-05	0	1.84E-06	4.48E-05	0	1.15E-05	1.20E-05	0	8.29E-06	2.04E-05	1.22E-05	4.15E-05	0	4.29E-05	2.01E-06	1.34E-05	1.24E-05	1.66E-06	0	5.21E-05	2.13E-05	0	1.95E-05
LachnospiraceaeNK3A20group	8.77E-05	0	1.78E-05	0	0	6.46E-05	1.67E-05	2.37E-05	6.42E-06	0	0	3.54E-06	0	6.89E-06	0	1.72E-05	1.20E-05	0	8.29E-06	3.40E-05	0	5.82E-05	0	2.73E-05	4.03E-06	4.46E-06	1.65E-05	0	0	3.91E-05	1.78E-05	0	1.17E-05
Catonella	8.37E-05	2.89E-06	4.45E-06	9.50E-06	0	3.00E-05	1.11E-05	0	6.42E-06	0	1.05E-05	0	0	3.44E-06	0	0	5.98E-06	0	0	1.81E-05	1.22E-05	2.49E-05	0	1.95E-05	0	0	1.24E-05	8.31E-06	1.71E-05	0	7.10E-06	0	0
LachnospiraceaeAC2044group	7.34E-05	1.44E-05	1.60E-05	4.75E-06	5.46E-06	0.000318156	2.78E-05	7.89E-06	0	0	1.57E-05	7.09E-06	9.22E-07	6.20E-05	9.80E-06	5.74E-06	3.59E-05	0	1.66E-05	3.63E-05	0	4.15E-05	6.04E-06	4.68E-05	0	1.34E-05	3.03E-05	6.65E-06	0	1.30E-05	7.10E-06	0	2.34E-05
Marvinbryantia	7.14E-05	2.89E-06	5.34E-05	1.43E-05	0	7.38E-05	1.67E-05	7.89E-06	2.89E-05	1.55E-05	3.66E-05	0	1.84E-06	1.03E-05	0	1.72E-05	1.20E-05	0	8.29E-06	2.72E-05	9.73E-05	8.72E-05	1.21E-05	3.90E-05	0	1.34E-05	3.17E-05	3.33E-06	0	1.30E-05	1.78E-05	2.49E-05	3.12E-05
Lachnobacterium	6.94E-05	1.16E-05	3.83E-05	0	0	6.69E-05	2.22E-05	4.73E-05	3.21E-06	0	0	0	0	6.89E-06	1.96E-05	0	4.78E-05	0	0	3.17E-05	1.22E-05	0.000112171	0	1.95E-05	0	0	1.65E-05	6.65E-06	1.71E-05	0	2.13E-05	0	3.89E-06
Fusicatenibacter	6.12E-05	2.89E-06	9.79E-06	0	0	0.000133718	6.11E-05	7.89E-06	6.42E-06	4.64E-05	6.81E-05	7.09E-06	1.84E-06	1.38E-05	1.47E-05	1.15E-05	1.20E-05	3.53E-06	1.66E-05	7.26E-05	2.43E-05	0.000535928	1.81E-05	0.000144152	2.01E-06	5.36E-05	4.14E-05	3.33E-06	5.14E-05	3.91E-05	2.84E-05	3.74E-05	0
[Ruminococcus]gnavusgroup	6.12E-05	3.47E-05	2.14E-05	0	0	0.000209798	9.44E-05	0.000134129	6.42E-06	1.55E-05	4.19E-05	3.54E-06	9.22E-07	3.44E-05	0.00016175	2.87E-05	5.98E-05	0	1.66E-05	4.31E-05	7.30E-05	0.000149561	6.04E-06	0.000144152	2.01E-06	2.23E-05	3.03E-05	6.65E-06	5.14E-05	0.000162932	2.13E-05	0	3.50E-05
[Eubacterium]halliigroup	5.92E-05	5.78E-06	1.16E-05	4.75E-06	0	0.000198271	1.67E-05	2.37E-05	2.25E-05	0	3.14E-05	0	9.22E-06	1.03E-05	1.47E-05	5.74E-06	1.20E-05	0	1.66E-05	0.000160998	2.43E-05	0.000270041	0	6.62E-05	0	8.03E-05	8.41E-05	1.50E-05	0	5.87E-05	3.20E-05	1.25E-05	1.17E-05
Epulopiscium	5.92E-05	6.06E-05	0.003895184	4.28E-05	1.09E-05	0.001286455	2.78E-05	4.73E-05	2.89E-05	9.29E-05	5.23E-05	7.44E-05	5.53E-06	8.61E-05	0.000200962	8.04E-05	0.000663753	2.82E-05	7.46E-05	0.001004537	0.000133776	0.000195261	6.04E-06	7.40E-05	1.01E-05	0.000174088	0.000584545	4.99E-06	1.71E-05	0.000149898	0.000170459	2.49E-05	4.28E-05
LachnospiraceaeUCG-008	5.51E-05	2.89E-06	1.51E-05	0	0	6.92E-05	1.11E-05	7.89E-06	6.42E-06	1.55E-05	2.09E-05	3.54E-06	0	2.07E-05	0	5.74E-06	2.39E-05	0	5.80E-05	2.95E-05	2.43E-05	0.00015787	6.04E-06	4.29E-05	2.01E-06	1.34E-05	3.17E-05	8.31E-06	0	1.30E-05	1.78E-05	0	3.89E-06
LachnospiraceaeFCS020group	4.28E-05	2.89E-06	8.90E-06	0	0	7.15E-05	5.55E-06	7.89E-06	1.61E-05	0	1.57E-05	0	9.22E-07	1.03E-05	9.80E-06	0	5.98E-06	0	8.29E-06	2.72E-05	2.43E-05	8.72E-05	1.81E-05	3.51E-05	0	4.46E-06	1.79E-05	1.66E-06	1.71E-05	1.30E-05	3.55E-06	0	3.89E-06
GCA-900066575	4.28E-05	2.89E-06	2.58E-05	4.75E-06	0	0.000232853	1.11E-05	0	0	0	2.09E-05	3.54E-06	2.77E-06	3.10E-05	0	2.87E-05	2.39E-05	0	8.29E-06	9.07E-06	2.43E-05	5.82E-05	0	9.35E-05	0	1.34E-05	1.38E-05	0	0	3.26E-05	7.10E-06	0	0.000120727
[Eubacterium]ventriosumgroup	3.88E-05	0	1.51E-05	4.75E-06	5.46E-06	5.53E-05	2.22E-05	7.89E-06	0	0	1.05E-05	0	1.84E-06	1.03E-05	0	0	8.37E-05	0	8.29E-06	2.72E-05	3.65E-05	2.49E-05	0	0	0	0	1.65E-05	1.66E-05	0	1.30E-05	2.49E-05	0	3.89E-06
[Ruminococcus]gauvreauiigroup	3.88E-05	5.78E-06	2.05E-05	4.75E-06	0	3.92E-05	5.55E-06	7.89E-06	9.63E-06	0	5.23E-06	0	9.22E-07	1.72E-05	4.90E-06	5.74E-06	2.99E-05	0	0	2.27E-05	2.43E-05	9.56E-05	0	4.29E-05	0	2.23E-05	1.93E-05	0	0	3.26E-05	1.07E-05	0	7.79E-06
LachnospiraceaeND3007group	3.67E-05	1.16E-05	1.51E-05	4.75E-06	5.46E-06	6.69E-05	2.22E-05	1.58E-05	0	1.55E-05	5.23E-06	0	3.69E-06	1.38E-05	0	0	2.39E-05	0	2.49E-05	8.39E-05	0	0.00012048	0	6.62E-05	2.01E-06	0	8.13E-05	6.65E-06	0	1.30E-05	2.49E-05	0	1.95E-05
Lachnoanaerobaculum	3.26E-05	0	0.001508215	4.75E-06	0	9.22E-06	1.67E-05	0	4.50E-05	3.10E-05	5.23E-06	0	1.84E-06	0.000210044	0	5.74E-06	5.98E-06	1.41E-05	0	2.27E-06	2.43E-05	1.66E-05	0	2.34E-05	0	0	6.89E-06	0.000558713	0	0	3.55E-06	0	3.89E-06
Lachnospira	2.65E-05	0	8.01E-06	0	5.46E-06	5.53E-05	5.55E-05	6.31E-05	6.42E-06	0	0	3.54E-06	2.77E-06	8.26E-05	0	5.74E-06	3.59E-05	0	1.66E-05	5.44E-05	1.22E-05	5.40E-05	0	3.12E-05	0	4.46E-06	3.31E-05	1.66E-06	0	6.52E-06	7.10E-06	0	2.73E-05
LachnospiraceaeUCG-001	2.45E-05	5.78E-06	9.53E-05	4.75E-06	0	0.000357349	2.78E-05	0.000149908	2.57E-05	3.10E-05	3.66E-05	3.54E-06	2.77E-06	1.38E-05	1.47E-05	0	8.97E-05	3.53E-06	2.49E-05	3.63E-05	4.86E-05	7.06E-05	1.21E-05	1.95E-05	0	4.46E-06	1.93E-05	9.98E-06	1.71E-05	2.61E-05	8.52E-05	0	7.79E-06
Tyzzerella3	2.24E-05	2.89E-06	1.87E-05	0	0	3.23E-05	1.11E-05	1.58E-05	9.63E-06	0	6.81E-05	0	9.22E-07	1.72E-05	9.80E-06	1.15E-05	1.20E-05	3.53E-06	0	2.04E-05	4.86E-05	5.82E-05	0	2.73E-05	4.03E-06	1.79E-05	0.000122699	4.99E-06	1.71E-05	1.30E-05	7.10E-06	0	0
Butyrivibrio2	2.24E-05	0	1.07E-05	0	5.46E-06	0.000108357	1.67E-05	2.37E-05	3.21E-06	1.55E-05	5.23E-06	0	9.22E-07	1.38E-05	0	5.74E-06	1.20E-05	3.53E-06	1.66E-05	1.13E-05	1.22E-05	3.32E-05	0	1.95E-05	0	4.46E-06	1.10E-05	1.66E-06	1.71E-05	6.52E-06	1.07E-05	0	1.95E-05
[Eubacterium]ruminantiumgroup	1.84E-05	0	5.34E-06	9.50E-06	0	4.15E-05	0	7.89E-06	1.28E-05	1.55E-05	0	0	9.22E-07	0	4.90E-06	5.74E-06	5.98E-06	3.53E-06	3.32E-05	9.07E-06	0	8.31E-06	0	1.95E-05	0	0	1.38E-06	1.66E-06	0	1.30E-05	1.78E-05	1.25E-05	1.17E-05
Coprococcus3	1.84E-05	0	6.23E-06	4.75E-06	5.46E-06	0.000207493	5.55E-06	2.37E-05	6.42E-06	1.55E-05	5.23E-06	0	0	3.44E-05	0	2.30E-05	1.20E-05	0	8.29E-06	1.36E-05	0.000109453	8.72E-05	1.21E-05	2.34E-05	2.01E-06	0	2.34E-05	3.33E-06	0	6.52E-05	1.42E-05	0	2.73E-05
Acetitomaculum	1.63E-05	2.89E-06	3.56E-06	0	0	2.54E-05	5.55E-06	7.89E-06	0	1.55E-05	5.23E-06	0	9.22E-07	0	2.94E-05	0	5.98E-06	3.53E-06	1.66E-05	6.80E-06	1.22E-05	3.74E-05	0	1.95E-05	0	0	8.27E-06	3.33E-06	0	0	3.91E-05	1.25E-05	0
A2	1.43E-05	2.89E-06	3.56E-06	0	0	1.38E-05	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	2.43E-05	1.66E-05	0	3.90E-06	0	0	5.51E-06	3.33E-06	0	1.96E-05	0	1.25E-05	0
Eisenbergiella	1.43E-05	0	1.16E-05	0	0	1.61E-05	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	4.15E-06	0	7.79E-06	0	2.23E-05	2.76E-06	1.66E-06	0	0	0	0	0
Pseudobutyrivibrio	1.43E-05	0	8.90E-06	0	0	1.84E-05	5.55E-06	7.89E-06	9.63E-06	0	1.05E-05	3.54E-06	0	3.44E-06	0	5.74E-06	0	0	0	1.13E-05	0	7.48E-05	1.21E-05	2.34E-05	0	0	6.89E-06	1.66E-06	0	1.30E-05	1.42E-05	0	0
Lachnoclostridium10	1.22E-05	0	5.34E-06	0	0	9.22E-06	0	0	3.21E-06	0	1.05E-05	0	0	0	0	0	5.98E-06	0	0	6.80E-06	1.22E-05	2.91E-05	0	3.90E-06	0	0	5.51E-06	0	0	0	3.55E-06	0	7.79E-06
[Eubacterium]xylanophilumgroup	1.22E-05	2.89E-06	1.87E-05	4.75E-06	0	6.69E-05	1.11E-05	0	3.21E-06	0	0	0	9.22E-07	3.44E-06	4.90E-06	5.74E-06	1.79E-05	0	0	1.59E-05	1.22E-05	3.74E-05	6.04E-06	0.000218176	0	4.46E-06	9.65E-06	0	0	1.30E-05	7.10E-06	0	0
Anaerosporobacter	1.22E-05	0	3.56E-06	0	0	6.92E-06	5.55E-06	0	1.28E-05	0	5.23E-06	0	9.22E-07	1.03E-05	0	0	0	0	0	4.54E-06	1.22E-05	8.31E-06	0	1.95E-05	0	0	2.76E-06	0	0	0	0	0	0
Coprococcus1	1.02E-05	0	5.34E-06	0	0	3.69E-05	0	0	0	0	0	0	0	6.89E-06	4.90E-06	0	0	0	0	1.59E-05	0	4.15E-05	0	1.95E-05	0	0	8.27E-06	0	0	6.52E-06	7.10E-06	1.25E-05	3.89E-06
Shuttleworthia	1.02E-05	2.89E-06	3.56E-06	0	0	3.23E-05	0	7.89E-06	0	0	5.23E-06	0	0	0	0	5.74E-06	1.79E-05	0	0	4.54E-06	0	2.49E-05	0	3.51E-05	0	8.93E-06	8.27E-06	0	0	0	2.49E-05	0	0
Herbinix	1.02E-05	0	0	0	0	2.31E-06	0	0	3.21E-06	0	1.57E-05	0	0	0	4.90E-06	0	0	0	0	6.80E-06	0	4.15E-06	0	3.90E-06	0	0	1.38E-06	0	0	0	3.55E-06	0	0
[Eubacterium]oxidoreducensgroup	1.02E-05	0	0	0	0	2.54E-05	0	0	3.21E-06	1.55E-05	0	0	0	3.44E-06	0	0	0	0	0	6.80E-06	0	1.25E-05	0	1.17E-05	0	8.93E-06	1.24E-05	0	0	0	0	0	3.89E-06
Anaerocolumna	6.12E-06	0	2.67E-06	0	0	4.38E-05	5.55E-06	0	3.21E-06	0	0	0	0	6.89E-06	0	0	0	0	0	4.54E-06	0	8.31E-06	0	2.73E-05	0	0	4.14E-06	0	3.43E-05	1.30E-05	3.55E-06	0	0
LachnospiraceaeUCG-003	6.12E-06	0	3.56E-06	0	0	0.000136023	0	7.89E-06	0	0	5.23E-06	0	0	4.48E-05	0	0	0	0	0	2.27E-06	0	0	0	0.000167528	0	0	0	0	0	0	1.78E-05	0	0
Syntrophococcus	6.12E-06	0	2.67E-06	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	8.29E-06	6.80E-06	1.22E-05	4.15E-06	0	0	0	0	1.38E-06	1.66E-06	0	0	0	0	3.89E-06
[Bacteroides]pectinophilusgroup	6.12E-06	0	0	0	0	2.31E-06	0	7.89E-06	0	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	0	4.62E-05	0	0
probablegenus10	6.12E-06	0	1.78E-06	0	0	4.61E-06	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	1.22E-05	8.31E-06	0	3.90E-06	0	0	0	0	0	6.52E-06	0	0	0
CAG-56	6.12E-06	0	8.90E-07	0	0	1.38E-05	0	0	3.21E-06	0	0	0	9.22E-07	0	0	0	0	0	0	9.07E-06	1.22E-05	8.72E-05	0	1.56E-05	0	0	6.89E-06	0	3.43E-05	6.52E-06	3.55E-06	0	3.89E-06
LachnospiraceaeNK4B4group	4.08E-06	2.89E-06	2.67E-06	4.75E-06	0	3.00E-05	1.67E-05	0	9.63E-06	0	5.23E-06	0	3.69E-06	1.03E-05	9.80E-06	2.30E-05	5.98E-06	3.53E-06	2.49E-05	1.13E-05	0	2.08E-05	2.41E-05	7.79E-06	2.01E-06	4.46E-06	0	3.33E-06	0	6.52E-06	3.55E-06	1.25E-05	3.89E-06
LachnospiraceaeUCG-009	4.08E-06	0	0	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	0	0	8.27E-06	0	0	0	0	0	0
[Eubacterium]cellulosolvensgroup	4.08E-06	0	2.67E-06	0	0	2.07E-05	5.55E-06	0	0	0	0	3.54E-06	0	3.44E-06	4.90E-06	5.74E-06	5.98E-06	0	0	2.27E-05	0	0.000137098	0	1.95E-05	0	4.46E-06	1.24E-05	3.33E-06	0	0	3.55E-06	0	7.79E-06
Tyzzerella	4.08E-06	2.89E-06	7.12E-06	4.75E-06	0	1.61E-05	0	1.58E-05	6.74E-05	0	0	0	0	1.38E-05	0	0	0	0	0	0.000117914	4.86E-05	4.15E-05	6.04E-06	7.79E-06	0	0	6.34E-05	3.33E-06	0	4.56E-05	3.55E-06	0	0
ASF356	4.08E-06	0	8.90E-07	0	0	9.22E-06	0	0	6.42E-06	1.55E-05	0	0	0	6.89E-06	0	0	0	0	0	9.07E-06	0	7.89E-05	0	3.90E-06	0	4.46E-06	5.51E-06	6.65E-06	0	6.52E-06	0	0	0
Butyrivibrio	4.08E-06	0	8.90E-07	4.75E-06	0	4.38E-05	5.55E-06	0	3.53E-05	0	1.05E-05	0	0	1.38E-05	0	5.74E-06	5.98E-06	0	0	1.36E-05	1.22E-05	1.25E-05	0	1.17E-05	0	0	8.27E-06	1.66E-06	0	6.52E-06	0.000117191	0	7.79E-06
LachnospiraceaeNC2004group	4.08E-06	0	2.67E-06	4.75E-06	5.46E-06	2.77E-05	5.55E-06	0	0	1.55E-05	5.23E-06	0	0	3.44E-06	0	1.15E-05	0	0	0	1.13E-05	3.65E-05	1.66E-05	0	1.56E-05	0	8.93E-06	6.89E-06	0	0	0	7.10E-06	0	7.79E-06
Cellulosilyticum	4.08E-06	2.89E-06	8.90E-07	0	5.46E-06	1.15E-05	0	0	0	0	5.23E-06	0	0	0.000371882	0	0	0	0	0	4.54E-06	0	4.15E-06	0	1.17E-05	4.03E-06	8.93E-06	1.38E-06	0	0	6.52E-06	0	0	0
Lachnotalea	2.04E-06	0	8.90E-07	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Sellimonas	2.04E-06	0	8.90E-07	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	3.90E-06	0	0	0	0	0	6.52E-06	0	0	3.89E-06
LachnospiraceaeUCG-010	2.04E-06	2.89E-06	8.90E-07	0	0	6.69E-05	0	0	9.63E-06	0	0	0	0	0	0	0	5.98E-06	0	8.29E-06	2.95E-05	0	4.15E-06	0	5.84E-05	0	4.46E-06	2.90E-05	0	0	1.30E-05	3.55E-06	0	3.89E-06
[Eubacterium]eligensgroup	2.04E-06	2.89E-06	6.23E-06	0	0	2.07E-05	5.55E-06	7.89E-06	3.21E-06	0	1.57E-05	0	0	0	0	5.74E-06	0	0	0	7.71E-05	1.22E-05	2.91E-05	0	2.73E-05	0	8.93E-06	4.96E-05	1.66E-06	0	6.52E-06	7.10E-06	0	3.89E-06
[Eubacterium]fissicatenagroup	2.04E-06	0	1.78E-06	4.75E-06	0	6.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	4.57E-05	0	0	0	1.34E-05	4.14E-06	0	0	1.30E-05	3.55E-06	0	0
LachnospiraceaeUCG-002	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55E-06	0	3.89E-06
Coprococcus2	2.04E-06	2.89E-06	3.56E-06	0	0	3.69E-05	5.55E-06	0	3.21E-06	0	0	0	9.22E-07	3.44E-06	4.90E-06	0	1.79E-05	0	0	6.80E-06	0	8.72E-05	0	3.90E-05	2.01E-06	4.46E-06	1.10E-05	0	0	6.52E-06	2.49E-05	0	3.89E-06
possiblegenusSk018	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stomatobaculum	2.04E-06	0	8.90E-07	0	0	2.31E-06	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	1.17E-05	0	0	1.38E-06	0	0	0	0	0	0
Acetatifactor	2.04E-06	0	8.90E-07	0	0	4.61E-06	0	0	3.21E-06	0	0	0	0	0	0	1.72E-05	0	0	0	0	0	4.15E-06	6.04E-06	0	0	0	1.38E-06	0	0	0	0	0	3.89E-06
Moryella	2.04E-06	0	1.78E-06	0	0	0	0	0	0	0	5.23E-06	0	0	3.44E-06	0	0	0	0	0	4.54E-06	0	4.15E-06	0	1.17E-05	0	4.46E-06	0	0	0	0	0	0	0
Robinsoniella	2.04E-06	0	0	0	0	2.31E-06	0	7.89E-06	3.21E-06	0	0	0	0	3.44E-06	4.90E-06	0	0	0	0	2.27E-06	0	8.31E-06	0	0	0	0	0	1.66E-06	0	0	3.55E-06	0	0
FD2005	2.04E-06	0	8.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0
Mobilitalea	2.04E-06	0	0	0	0	2.31E-06	5.55E-06	0	3.21E-06	0	0	0	0	0	0	0	0	3.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium]coprostanoligenesgroup	0.004759952	0.003012126	0.002193767	0.010226193	0.00800826	0.001523919	0.012374203	0.01971691	0.01037399	0.02937353	0.020081246	0.004986904	0.000939098	0.005567894	0.011204839	0.006697493	0.013352787	0.005660777	0.015507219	0.004725634	0.015882861	0.010091232	0.015265839	0.004137544	0.003953564	0.00694119	0.002185152	0.00176427	0.021585941	0.009098137	0.009694878	0.025345794	0.00289355
Ruminiclostridium9	0.000610041	8.66E-06	4.54E-05	4.75E-06	0	0.000972911	0.000161065	1.58E-05	2.25E-05	0	1.57E-05	7.09E-06	9.22E-07	0.000265138	4.90E-06	2.87E-05	2.39E-05	0	4.98E-05	0.000283447	0.00017026	0.000153716	3.02E-05	0.000163632	6.04E-06	0.000102667	0.000219205	2.33E-05	0	0.000162932	6.39E-05	7.48E-05	5.45E-05
Faecalibacterium	0.000285638	5.78E-05	0.000231485	0.000251853	0.000218506	0.008924496	0.000399884	0.000291927	0.000497669	0.000170236	0.001491959	8.15E-05	8.67E-05	0.000413202	5.39E-05	0.000137856	0.001584634	2.82E-05	0.000207316	0.002063497	0.000194583	0.003431601	3.62E-05	0.00190514	2.42E-05	0.000723134	0.001959054	5.15E-05	0.000188598	0.00288716	0.001878605	0.000274143	0.002667674
Butyricicoccus	0.0001469	1.16E-05	3.56E-06	2.38E-05	5.46E-06	0.000311239	8.33E-05	3.94E-05	5.78E-05	1.55E-05	4.19E-05	7.09E-06	2.77E-06	1.72E-05	0	4.60E-05	8.97E-05	0	8.29E-06	0.000174604	1.22E-05	0.000149561	2.41E-05	2.73E-05	0	3.12E-05	0.000119942	1.66E-06	3.43E-05	4.56E-05	4.62E-05	0	1.56E-05
Subdoligranulum	4.69E-05	1.16E-05	1.69E-05	3.33E-05	1.64E-05	0.000378098	8.33E-05	1.58E-05	3.85E-05	6.19E-05	3.14E-05	0	3.69E-06	1.03E-05	1.47E-05	2.30E-05	3.59E-05	3.53E-06	2.49E-05	0.000142857	3.65E-05	0.000162025	3.02E-05	0.000311679	4.03E-06	0.000151769	7.17E-05	4.99E-06	3.43E-05	1.96E-05	7.46E-05	0	3.89E-05
Ruminococcus1	4.28E-05	8.66E-06	3.12E-05	8.55E-05	5.46E-06	0.001168876	2.22E-05	7.89E-06	5.14E-05	0	4.19E-05	7.09E-06	7.38E-06	2.07E-05	1.47E-05	4.02E-05	4.19E-05	0	6.63E-05	5.22E-05	4.86E-05	0.000149561	1.81E-05	0.00131295	1.21E-05	9.37E-05	0.000250913	0	0	0.000117311	4.62E-05	3.74E-05	3.89E-05
RuminococcaceaeUCG-014	4.08E-05	2.60E-05	6.68E-05	2.38E-05	1.09E-05	8.53E-05	2.22E-05	7.89E-06	3.21E-05	1.55E-05	2.09E-05	1.42E-05	4.61E-06	2.75E-05	9.80E-06	5.74E-06	5.98E-06	3.53E-06	8.29E-06	0.000106576	3.65E-05	0.001055238	6.04E-06	8.57E-05	2.01E-06	1.79E-05	6.62E-05	1.50E-05	0	1.96E-05	6.04E-05	7.48E-05	4.28E-05
RuminococcaceaeUCG-005	3.26E-05	5.78E-06	3.74E-05	2.38E-05	1.64E-05	0.000449568	5.55E-05	1.58E-05	0.000131641	9.29E-05	6.81E-05	7.09E-06	1.57E-05	3.10E-05	1.47E-05	3.45E-05	2.39E-05	1.41E-05	5.80E-05	6.35E-05	7.30E-05	0.000141252	2.41E-05	0.000681799	1.61E-05	0.000120522	6.48E-05	1.16E-05	5.14E-05	0.00014338	0.000131396	1.25E-05	5.45E-05
RuminococcaceaeUCG-010	3.06E-05	5.78E-06	2.85E-05	2.38E-05	1.64E-05	0.000477233	3.89E-05	3.94E-05	0.000295391	3.10E-05	7.33E-05	7.09E-06	5.53E-06	1.72E-05	9.80E-06	1.72E-05	0.000293008	3.53E-06	9.95E-05	2.04E-05	6.08E-05	4.15E-05	1.21E-05	0.001192174	2.42E-05	9.37E-05	1.24E-05	9.98E-06	1.71E-05	0.000182484	0.000340919	4.98E-05	2.73E-05
RuminococcaceaeUCG-013	2.65E-05	2.89E-06	1.25E-05	4.75E-06	5.46E-06	0.00019366	5.55E-06	7.89E-06	6.42E-06	1.55E-05	2.09E-05	3.54E-06	1.84E-06	6.89E-06	9.80E-06	5.74E-06	2.39E-05	0	1.66E-05	0.000113379	4.86E-05	4.99E-05	0	0.000128568	4.03E-06	0.000133914	8.27E-05	6.65E-06	0	1.96E-05	4.26E-05	0	1.17E-05
Ruminiclostridium5	2.65E-05	0	2.23E-05	9.50E-06	5.46E-06	7.38E-05	0	7.89E-06	9.63E-06	3.10E-05	2.09E-05	0	9.22E-07	6.89E-06	4.90E-06	8.04E-05	1.20E-05	0	8.29E-06	4.31E-05	0	0.00012048	0	9.35E-05	0	5.80E-05	3.72E-05	1.66E-06	0	7.17E-05	3.55E-05	2.49E-05	1.95E-05
Ruminococcus2	2.65E-05	5.78E-06	1.34E-05	9.50E-06	0	9.45E-05	2.78E-05	2.37E-05	1.93E-05	0	4.19E-05	7.09E-06	9.22E-06	3.44E-06	9.80E-06	1.15E-05	7.18E-05	7.05E-06	4.15E-05	1.36E-05	1.22E-05	2.08E-05	6.04E-06	0.000144152	0	0.00049548	2.21E-05	1.66E-06	0	0.000221588	1.78E-05	0	3.89E-06
